"C00001","O"
"C16346","C(C/C=C\C/C=C\C/C=C\C(C)O)CCCCCC(=O)O"
"C16348","C(=C\C=O)\Cl"
"C16349","c1(cc(c2c(c1)[o+]c(c(c2)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)c1ccc(cc1)O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)COC(=O)/C=C/c1ccc(cc1)O)O"
"C16350","c1(cc(c2c(c1)[o+]c(c(c2)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)c1cc(c(cc1)O)O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)COC(=O)/C=C/c1ccc(cc1)O)O"
"C16351","c1(cc(c2c(c1)[o+]c(c(c2)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)c1cc(c(c(c1)O)O)O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)COC(=O)/C=C/c1ccc(cc1)O)O"
"C16352","c12n([C@@H]3O[C@@H]([C@H]([C@H]3O)O)CO)c[n+](c1c(=O)[nH]c(=O)[nH]2)C"
"C16353","c12ncn(c1c(=O)[nH]c(=O)[nH]2)C"
"C16354","c12c(cc(cc1O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)COC(=O)/C=C/c1cc(c(cc1)O)O)O)[o+]c(c(c2)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)c1cc(c(c(c1)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)O)O"
"C16355","c12[nH]c(=O)n(c1c(=O)[nH]c(=O)[nH]2)C"
"C16356","c12[nH]c(=O)n(c1c(=O)n(c(=O)[nH]2)C)C"
"C16357","c12c(c(=O)[nH]c(=O)n1C)[nH]cn2"
"C16358","c12c([nH]c(=O)n(c1=O)C)nc[nH]2"
"C16359","c12c([nH]c(=O)n(c1=O)C)[nH]c(=O)[nH]2"
"C16360","c12c(c(=O)[nH]c(=O)n1C)n(c(=O)[nH]2)C"
"C16361","c12c(n(c(=O)n(c1=O)C)C)[nH]c(=O)n2C"
"C16362","N1C(=O)N(C(=O)C1N(C)C(=O)NC)C"
"C16363","NC(=O)NC"
"C16364","N(C(=O)NC)C"
"C16365","c1(c([nH]c(=O)n(c1=O)C)NC=O)NC(=O)C"
"C16366","c1(c([nH]c(=O)n(c1=O)C)N)NC(=O)C"
"C16367","c12c(cc(cc1O)O)[o+]c(c(c2)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)/C=C/c1ccc(c(c1)O)O)O)O)O)c1cc(c(c(c1)O)O)O"
"C16368","c12c(cc(cc1O)O)[o+]c(c(c2)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)/C=C/c1ccc(cc1)O)O)O)O)c1ccc(cc1)O"
"C16369","c12c(cc(cc1O)O)[o+]c(c(c2)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)/C=C/c1ccc(c(c1)O)O)O)O)O)c1cc(c(cc1)O)O"
"C16370","c12c(cc(cc1O)O)[o+]c(c(c2)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)/C=C/c1ccc(cc1)O)O)O)O)c1cc(c(c(c1)O)O)O"
"C16371","c1(cc(c2c(c1)[o+]c(c(c2)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)c1ccc(cc1)O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)COC(=O)/C=C/c1cc(c(cc1)O)O)O"
"C16372","c1(cc(c2c(c1)[o+]c(c(c2)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)c1cc(c(cc1)O)O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)COC(=O)/C=C/c1cc(c(cc1)O)O)O"
"C16373","c1(cc(c2c(c1)[o+]c(c(c2)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)CC(=O)O)O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)C(=O)O)O)O)O)c1cc(c(cc1)O)O)O)O"
"C16374","C(=C\CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O"
"C16375","C(C(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)O)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O"
"C16376","C(C(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O"
"C16387","C(=C\CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O"
"C16388","C(C(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)O)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O"
"C16389","C(C(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O"
"C16390","C(C(=O)O)CC(CO)C(=O)O"
"C16391","c1(cc(cc(c1C)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]"
"C16392","c1(cc(cc(c1C)[N+](=O)[O-])NO)[N+](=O)[O-]"
"C16393","c1(cc(cc(c1C)[N+](=O)[O-])[N+](=O)[O-])NO"
"C16394","c1(cc(cc(c1C)[N+](=O)[O-])N)[N+](=O)[O-]"
"C16395","c1(cc(cc(c1C)[N+](=O)[O-])[N+](=O)[O-])N"
"C16396","c1(cc(cc(c1C)[N+](=O)[O-])N)N"
"C16397","c1(cc(cc(c1C)N)[N+](=O)[O-])N"
"C16398","c1(cc(ccc1C)[N+](=O)[O-])N"
"C16399","c1(cc(cc(c1C)NO)N)N"
"C16400","c1(cc(cc(c1C)N)N)N"
"C16401","c1(cc(cc(c1C)O)O)O"
"C16402","c1(cc(cc(c1C)[N+](=O)[O-])NO)NO"
"C16403","c1(cc(cc(c1C)[N+](=O)[O-])N)NO"
"C16404","c1(cc(c(c(c1)O)C(=O)/C=C/c1ccccc1)O)O"
"C16405","c1(cc(c(c(c1)O)C(=O)/C=C/c1cc(c(cc1)O)OC)O)O"
"C16406","c1(cc(c(c(c1)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)C(=O)/C=C/c1ccc(cc1)O)O)O"
"C16407","c1(cc(c(c(c1)O)C(=O)/C=C/c1ccc(cc1)O)O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO"
"C16408","c1(cc(c(c(c1)O)C(=O)/C=C/c1cc(c(cc1)O)O)O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO"
"C16409","c1(cc(c2c(c1)O/C(=C\c1cc(c(cc1)O)O)/C2=O)O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO"
"C16410","c1(cc(c2c(c1)O/C(=C\c1cc(c(c(c1)O)O)O)/C2=O)O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO"
"C16411","[N+](=N\c1cc(cc(c1C)[N+](=O)[O-])[N+](=O)[O-])(/c1c(c(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C)\[O-]"
"C16412","[N+](=N\c1cc(cc(c1C)[N+](=O)[O-])[N+](=O)[O-])(/c1cc(c(c(c1)[N+](=O)[O-])C)[N+](=O)[O-])\[O-]"
"C16413","[N+](=N\c1cc(c(c(c1)[N+](=O)[O-])C)[N+](=O)[O-])(/c1cc(c(c(c1)[N+](=O)[O-])C)[N+](=O)[O-])\[O-]"
"C16414","c1(cc(c(c(c1C)[N+](=O)[O-])O)NO)N"
"C16415","c1(ccc2c(c1)O[C@@H]([C@H]([C@H]2O)O)c1ccc(cc1)O)O"
"C16416","c1(c(c(c(c(c1)O)C(=O)/C=C/c1ccc(cc1)O)O)CC=C(C)C)O"
"C16417","c1(c(c(c(c(c1)OC)C(=O)/C=C/c1ccc(cc1)O)O)CC=C(C)C)O"
"C16418","c1(cc(c2c(c1)O[C@@H]([C@H](C2=O)OC(=O)C)c1ccccc1)O)O"
"C16419","c1(cc(c2c(c1)O[C@@H](CC2=O)c1ccccc1)O)OC"
"C16420","c1(cc(cc(c1C)N)NC(=O)C)[N+](=O)[O-]"
"C16421","[C@]12([C@@](O[B-](O1)(O)O)(OC[C@@H]2O)C)O"
"C16422","c1(cc(c2c(c1)O[C@@H](CC2=O)c1cc(c(cc1)OC)O)O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO"
"C16424","n1(c2c(nc1)c(ncn2)NCC=C(C)C)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)COP(=O)(OP(=O)(O)OP(=O)(O)O)O"
"C16426","n1(c2c(nc1)c(ncn2)NCC=C(C)C)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)COP(=O)(OP(=O)(O)O)O"
"C16427","n1(c2c(nc1)c(ncn2)NCC=C(C)C)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)CO"
"C16428","n1(c2c(nc1)c(ncn2)NC/C=C(/CO)\C)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)COP(=O)(OP(=O)(O)OP(=O)(O)O)O"
"C16429","n1(c2c(nc1)c(ncn2)NC/C=C(/CO)\C)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)COP(=O)(OP(=O)(O)O)O"
"C16430","n1(c2c(nc1)c(ncn2)NC/C=C(/CO)\C)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)COP(=O)(O)O"
"C16431","n1(c2c(nc1)c(ncn2)NC/C=C(/CO)\C)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)CO"
"C16432","[C@@H]1(N=C(NC[C@@H]1O)C)C(=O)O"
"C16441","O1[C@@H]([C@H]([C@H]([C@@H]1n1c2ncnc(c2nc1)NC/C=C(\CO)/C)O)O)COP(=O)(O)O"
"C16443","[C@@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)n1c2c(ncnc2NC/C=C(\C)/CO)nc1"
"C16445","n1(c2c(nc1)c(ncn2)NCCC(C)CO)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)COP(=O)(O)O"
"C16447","n1(c2c(nc1)c(ncn2)NCCC(C)CO)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)CO"
"C16448","[C@H]1(O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)OCC(CCNc1c2c([nH]cn2)ncn1)C"
"C16449","O1[C@@H]([C@H]([C@H]([C@@H]1n1c2ncnc(c2nc1)NC/C=C(\CO)/C)O)O)CO"
"C16453","n1cccc(c1)C(=O)CCCN(C)N=O"
"C16461","CC(=CCC/C(=C/C(=O)O)/C)C"
"C16462","C(CCC=C(C)C)(CC(=O)O)C"
"C16463","c12n([C@@H]3O[C@H]4[C@H]([C@H]3O)OP(=O)(OC[C@H]3O[C@@H](n5c6c(nc5)c(=O)[nH]c(n6)N)[C@@H]([C@@H]3OP(=O)(OC4)O)O)O)cnc1c(=O)[nH]c(n2)N"
"C16464","C(C(CCC=C(C)C)C)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O"
"C16465","CC(=CCC/C(=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O)/C)C"
"C16466","C(C(=O)CCC=C(C)C)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O"
"C16467","[C@H]1([C@H]([C@H]([C@@H](O1)*)O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(c(ncn2)NC/C=C(\CO)/C)nc1)O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)*)O)O)O)O)COP(=O)(O)O"
"C16468","C(=C\C=C(C)C)/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O"
"C16469","C(C(C=C(C)C)O)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O"
"C16470","C(CC=C(C)C)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O"
"C16471","C(C(=O)C=C(C)C)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O"
"C16472","c1(c(c(ccc1)F)O)O"
"C16473","c1(c(cc(cc1)F)O)O"
"C16474","C(=C(\C=C/C(=O)O)/F)\C(=O)O"
"C16475","C(=C\C=C/C(=O)O)(\C(=O)O)/F"
"C16476","C1(OC(=O)C=C1)(CC(=O)O)F"
"C16477","C1(OC(=O)C=C1)C(C(=O)O)F"
"C16478","[C@@]1([C@H](C(=CC=C1)F)O)(C(=O)O)O"
"C16479","[C@@]1(C=C(C=C[C@H]1O)F)(C(=O)O)O"
"C16480","[C@@]1([C@H](C=C(C=C1)F)O)(C(=O)O)O"
"C16481","[C@@]1([C@H](C=CC=C1F)O)(C(=O)O)O"
"C16482","[C@@]1([C@](C=CC=C1)(O)F)(C(=O)O)O"
"C16483","C1=C[C@@H]([C@@H](C=C1F)O)O"
"C16484","C1=CC=C[C@@H]([C@]1(F)O)O"
"C16486","C1(=C(C(=O)[C@H](CC1(C)C)OC(=O)*)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C1=C(C(=O)[C@H](CC1(C)C)OC(=O)*)C)\C)\C)/C)/C"
"C16488","[C@H](CCCCNCC(=O)[C@H]([C@@H]([C@@H](CO)O)O)O)(C(=O)O)N"
"C16489","[C@H](CCCCNCC(=O)[C@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O)(C(=O)O)N"
"C16490","c12c(cc(cc1O)O)oc(c(c2=O)O[C@@H]1O[C@@H]([C@@H]([C@@H]([C@H]1O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)O)O)CO)c1ccc(cc1)O"
"C16492","[C@@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)c1c(cc(c2c1OC(CC2=O)c1ccc(cc1)O)O)O"
"C16493","C12=CC(=O)[C@H]3[C@@]([C@H]2CC[C@]2([C@]1(CC[C@@H]2[C@@H](CCCC(C)C)C)O)C)(CC[C@@H](C3)O)C"
"C16494","C12=CC(=O)[C@H]3[C@@]([C@H]2CC[C@]2([C@]1(CC[C@@H]2[C@@H](CCCC(C)(C)O)C)O)C)(CC[C@@H](C3)O)C"
"C16495","C12=CC(=O)[C@H]3[C@@]([C@H]2CC[C@]2([C@]1(CC[C@@H]2[C@@H]([C@@H](CCC(C)(C)O)O)C)O)C)(CC[C@@H](C3)O)C"
"C16496","[C@H]1([C@H](C[C@@H]2[C@](C1)([C@@H]1C(=CC2=O)[C@]2([C@](CC1)([C@H](CC2)[C@@H]([C@@H](CCC(C)(C)O)O)C)C)O)C)O)O"
"C16497","C1C(=O)C[C@@H]2[C@](C1)([C@@H]1C(=CC2=O)[C@]2([C@](CC1)([C@H](CC2)[C@@H]([C@@H](CCC(C)(C)O)O)C)C)O)C"
"C16498","C1C(=O)C[C@@H]2[C@](C1)([C@@H]1C(=CC2=O)[C@]2([C@](CC1)([C@H](CC2)[C@@H](CCCC(C)(C)O)C)C)O)C"
"C16499","[C@H]1([C@@H](C[C@@H]2[C@](C1)([C@@H]1C(=CC2=O)[C@]2([C@](CC1)([C@H](CC2)[C@@H]([C@@H](CCC(CO)(C)O)O)C)C)O)C)O)O"
"C16500","[C@@]12(C3=CC(=O)[C@H]4[C@@]([C@H]3CC[C@@]1([C@H](CC2)[C@@]([C@@H](CCC(CO)(C)O)O)(C)O)C)(C[C@@H]([C@@H](C4)O)O)C)O"
"C16501",
"C16502","C(=C\CC/C(=C/C(=O)O)/C)(/CCC=C(C)C)\C"
"C16503","C(=C\CC/C(=C/C(=O)OC)/C)(/CCC=C(C)C)\C"
"C16504","[C@H]1(C(O1)(C)C)CC/C(=C/CC/C(=C/C(=O)O)/C)/C"
"C16505","[C@@H](C(C)(C)O)(CC/C(=C/CC/C(=C/C(=O)OC)/C)/C)O"
"C16506","[C@@H](C(C)(C)O)(CC/C(=C/CC/C(=C/C(=O)O)/C)/C)O"
"C16507","[C@@H](C(C)(C)O)(CC/C(=C/CC/C(=C/C(=O)OC)/C)/C)OP(=O)(O)O"
"C16508","[C@H]1([C@](O1)(CO)C)CC/C(=C/CC/C(=C/C(=O)OC)/C)/C"
"C16509","C12=CC(=O)[C@H]3[C@@]([C@H]2CC[C@]2([C@]1(CC[C@@H]2[C@@H](CCCC(C)C)C)O)C)(CCC(=O)[CH]3)C"
"C16510",
"C16513","C(CCC(=O)O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC"
"C16516","c1(C/C(=N/O)/S)c2c([nH]c1)cccc2"
"C16517","c1(C/C(=N/O)/S[C@@H]2O[C@@H]([C@H]([C@@H]([C@H]2O)O)O)CO)c2c([nH]c1)cccc2"
"C16518","c1(C/C(=N/O)/SC[C@H](N)C(=O)O)c2c([nH]c1)cccc2"
"C16519","[C@H]1([C@H]([C@@H]([C@H](C=C1)C(=O)CCC(=O)O)C(=O)O)O)OC(=C)C(=O)O"
"C16520","C(CC/C=C\CCCCCC)CCCCC(=O)S*"
"C16521","C(=C)(C=C)C"
"C16522","C(CCC(=O)O)CCCCCC/C=C\C/C=C\C/C=C\CC"
"C16523","C12[C@]3([C@H](OC3)C[C@@H]([C@]2(C(=O)[C@@H](C2=C([C@H](C[C@@]([C@H]1OC(=O)c1ccccc1)(C2(C)C)O)OC(=O)C[C@H](c1ccccc1)N)C)OC(=O)C)C)O)OC(=O)C"
"C16524","C12[C@]3([C@H](OC3)C[C@@H]([C@]2(C(=O)[C@@H](C2=C([C@H](C[C@@]([C@H]1OC(=O)c1ccccc1)(C2(C)C)O)OC(=O)[C@@H]([C@H](c1ccccc1)N)O)C)OC(=O)C)C)O)OC(=O)C"
"C16525","C(CCC(=O)O)CCCCCC/C=C\C/C=C\CCCCC"
"C16526","C(CCC(=O)O)CCCCCC/C=C\CCCCCCCC"
"C16527","C(CCC(=O)O)CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC"
"C16528","C(CCCCCCCCCCCCCCCCCCCC)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O"
"C16529","C(CCCCCCCCCCCCCCCCCCCCCC)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O"
"C16530","C(CCCCCCCC/C=C\CCCCCCCC)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O"
"C16531","C(CCCCCCCCCC/C=C\CCCCCCCC)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O"
"C16532","C(CCCCCCCCCCCC/C=C\CCCCCCCC)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(COP(=O)(O)OP(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)n1c2c(nc1)c(ncn2)N)O)OP(=O)(O)O)O)(C)C)O"
"C16533","C(CCCC/C=C\C/C=C\CCCCC)CCCCCCC(=O)O"
"C16540","c12=C3C4=NC(=Cc5n6c(c(c5C)C=C)C=C5N=C(C=c(n1[Mg]6)c(c2C(=O)[C@@H]3C(=O)OC)C)C(=C5CO)CC)[C@H]([C@@H]4CCC(=O)O)C"
"C16541","c12=C3C4=NC(=Cc5n6c(c(c5C)C=C)C=C5N=C(C=c(n1[Mg]6)c(c2C(=O)[C@@H]3C(=O)OC)C)C(=C5C=O)CC)[C@H]([C@@H]4CCC(=O)O)C"
"C16542","c1(ccc2c(c1)c(c1c(n2)c2n(C1)c(=O)c1c(c2)[C@](C(=O)OC1)(CC)O)CC)OC(=O)N1CCC(CC1)NCCCCC(=O)O"
"C16543","c1(ccc2c(c1)c(c1c(n2)c2n(C1)c(=O)c1c(c2)[C@](C(=O)OC1)(CC)O)CC)OC(=O)N1CCC(CC1)N"
"C16544","c1c(ccc(c1)/C(=C(/C(C)O)\c1ccccc1)/c1ccccc1)OCCN(C)C"
"C16545","c1c(ccc(c1)/C(=C(/CC)\c1ccccc1)/c1ccccc1)OCCN(=O)(C)C"
"C16546","C(=C(\c1ccccc1)/CC)(\c1ccc(cc1)OCCNC)/c1ccccc1"
"C16547","C(=C(\c1ccccc1)/CC)(\c1ccc(cc1)OCCNC)/c1ccc(cc1)O"
"C16548","C(=C(\c1ccccc1)/CC)(\c1ccc(cc1)OCCN)/c1ccccc1"
"C16549","c1c(ccc(c1)/C(=C(/C(C)O)\c1ccccc1)/c1ccccc1)OCCNC"
"C16550","P1(=O)(NCCCl)NCCCO1"
"C16551","N(P(=O)(OCCCO)N)(CCCl)CCCl"
"C16552","ClCCNCCCl"
"C16553","P1(=O)(NCCCl)N(C(CCO1)O)CCCl"
"C16554","P1(=O)(NCCCl)N(C(=O)CCO1)CCCl"
"C16555","P1(=O)(N)N(CCCO1)CCCl"
"C16556","N(P(=O)(OCCC=O)NCCCl)CCCl"
"C16557","N(P(=O)(OCCC(=O)O)NCCCl)CCCl"
"C16558","N(P(=O)(OCCCO)NCCCl)CCCl"
"C16559","N(P(=O)(NCCCl)O)CCCl"
"C16560","c1(NC(=O)CN(CC)CC)c(ccc(c1C)O)C"
"C16561","c1(NC(=O)CNCC)c(cccc1C)C"
"C16562","OC(=O)[C@H](CCC(=O)N[C@H](C(=O)NCC(=O)NCCCNCCCCNCCCN)CS)N"
"C16563","[C@@H](NC(=O)CC[C@@H](C(=O)O)N)(C(=O)NCC(=O)NCCCNCCCCNCCCNC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@@H](C(=O)O)N)CS"
"C16564","[C@@H]1(NC(=O)CC[C@@H](C(=O)O)N)C(=O)NCC(=O)NCCCNCCCCNCCCNC(=O)CNC(=O)[C@H](CSSC1)NC(=O)CC[C@@H](C(=O)O)N"
"C16565","NCCCNCCCCCN"
"C16566","OC(=O)[C@H](CCC(=O)N[C@H](C(=O)NCC(=O)NCCCNCCCCCN)CS)N"
"C16567","[C@@H](NC(=O)CC[C@@H](C(=O)O)N)(C(=O)NCC(=O)NCCCCCNCCCNC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@@H](C(=O)O)N)CS"
"C16568","[C@@H]1(NC(=O)CC[C@@H](C(=O)O)N)C(=O)NCC(=O)NCCCCCNCCCNC(=O)CNC(=O)[C@H](CSSC1)NC(=O)CC[C@@H](C(=O)O)N"
"C16569","c1(NC(=O)CN)c(cccc1C)C"
"C16570","c1(N)c(cc(cc1C)O)C"
"C16571","c1(N)c(cccc1C(=O)O)C"
"C16572","c1(NC(=O)CNCC)c(ccc(c1C)O)C"
"C16576","[C@@]123c4c5O[C@H]2[C@H](C=C[C@H]1[C@@H](Cc4ccc5OC)NCC3)O"
"C16577","[C@@H]1(O[C@H]([C@@H]([C@H]([C@@H]1O)O)O)O[C@@H]1[C@H]2[C@]34c5c(O2)c(ccc5C[C@H]([C@@H]3C=C1)N(CC4)C)OC)C(=O)O"
"C16578","[C@@H]1(O[C@H]([C@@H]([C@H]([C@@H]1O)O)O)O[C@@H]1[C@H]2[C@]34c5c(O2)c(ccc5C[C@H]([C@@H]3C=C1)N(CC4)C)O)C(=O)O"
"C16582","C(c1ccccc1)(COC(=O)N)(COC(=O)N)O"
"C16583","[C@@](CCCC(=O)O)(CC(=O)O)(C(=O)O)O"
"C16584","C(c1ccc(cc1)O)(COC(=O)N)COC(=O)N"
"C16586","C(c1ccccc1)(COC(=O)N)CO"
"C16587","C(c1ccccc1)(COC(=O)N)C=O"
"C16588","C(C(=O)C(=O)O)CCCC(=O)O"
"C16589","C(C(=O)C(=O)O)CCCCC(=O)O"
"C16590","C(C=O)CCCCC(=O)O"
"C16591","C(c1ccccc1)(COC(=O)N)C(=O)O"
"C16592","C(=C)(c1ccccc1)C=O"
"C16593","C(CS)CCCCC(=O)O"
"C16594","[C@@H]([C@H](O)C)(NC(=O)CCCCCCS)C(=O)O"
"C16595","C1(c2ccccc2)COC(=O)NC1O"
"C16596","C1(c2ccccc2)COC(=O)NC1=O"
"C16597","[C@H](CCCC(=O)O)([C@H](C(=O)O)O)C(=O)O"
"C16598","[C@@](CCCCC(=O)O)(CC(=O)O)(C(=O)O)O"
"C16600","[C@H](CCCCC(=O)O)([C@H](C(=O)O)O)C(=O)O"
"C16601","c12N(c3c(C=Cc1cc(cc2)O)cccc3)C(=O)N"
"C16602","c12N(c3c(C=Cc1ccc(c2)O)cccc3)C(=O)N"
"C16603","c12N(c3c(C=Cc1cc(c(c2)O)O)cccc3)C(=O)N"
"C16604","c12Nc3c(C=Cc1cc(cc2)O)cccc3"
"C16605","c12nc3c(ccc1cc(=O)cc2)cccc3"
"C16606","c12n(c3c(ccc1cc(=O)c(=O)c2)cccc3)C(=O)N"
"C16607","C1(c2c(CO1)cc(cc2)C#N)(c1ccc(cc1)F)CCCN(=O)(C)C"
"C16608","C1(c2c(CO1)cc(cc2)C#N)(c1ccc(cc1)F)CCCNC"
